Date,Text,Link,Compensation,Employment Type,Images,Address
2021-12-27 08:04,Full Time Mechanical/Plumbing/Electrical Engineer,https://newyork.craigslist.org/que/egr/d/new-york-full-time-mechanical-plumbing/7425329080.html,As Per Experience,full-time,,"
        ,
NYC MEP Engineering office is looking for full time Entry to mid Level Engineers to join the fast developing company for the following positions:,
,
- Plumbing Engineer,
,
- Mechanical Engineer,
,
- Electrical Engineer,
,
The ideal full time position candidate should possess the following skills and qualifications:,
,
- 0-10 Years of Architectural/Engineering Experience.,
- Basic knowledge of floor layout, elevations, sections and etc.,
- Basic knowledge of AutoCAD,
- Perform Field Survey,
- Knowledge of NYC Codes is a Plus,
- Strong production and communication skills.,
- Self-motivated and welling to take challenges.,
- Able to communicate English and Chinese with clients is a Plus.,
,
Salary/Benefits:,
-Competitive salary, Medical Insurance, commensurate with experience,
-Vacation, personal and sick time.,
- 401K with matching,
,
Please send your resume and put the position you are applying in the subject line.,
,
Thank you.,
,
    "
2021-12-27 11:14,Mechanical/Plumbing/Fire Protection Engineers,https://newyork.craigslist.org/que/egr/d/long-island-city-mechanical-plumbing/7425400236.html,competitive compensation,full-time,,"
        ,
Mechanical/Plumbing/Fire Protection  Engineer (New York),
NYC Engineering office is looking for full time Engineers to join a growing company for the following positions:,
- Plumbing Engineer,
- Fire Protection Engineer,
- Mechanical Engineer,
The ideal candidate will be a person that possess the following skills and qualifications:,
- 0-10 Years of Architectural/Engineering Experience.,
- Basic knowledge of AutoCAD,
- Knowledge of NYC Codes is a Plus,
- Self-motivated and willing to learn.,
- good verbal and written communication ability.,
,
-  Competitive salary,
-  Major Medical Insurance,
-  Vacation, personal and sick time.,
-  401K ,
- Profit sharing matching  ,
,
Full Covid Vaccination status required,
,
    "
2021-12-28 10:43,Project Engineer & Project Manager,https://newyork.craigslist.org/mnh/egr/d/new-york-project-engineer-project/7425809785.html,N/A,full-time,,"
        ,
,
,
,
,
,
,
,
,
,    "
2021-12-28 11:40,Draftperson,https://newyork.craigslist.org/brk/egr/d/draftperson/7425838831.html,Please provide salary requirements. Applicaition without salary requirements will not be considered.,full-time,,"
        ,
Architectural woodworking shop looking for Draftperson,
,
This position entails a number of responsibilities and requires familiarity with a variety of disciplines as summarized below:,
,
Experience in woodworking manufacturing industry,
Ability to read architectural drawings and blueprints,
Ability to work with ACAD, 3dMax and Revit,
Have knowledge in cabinet fabrication technics.,
Communicating with architects, contractors etc,
Ability to solve problems,
Strong math skills,
Strong team player with excellent people and communication skills,
Strong technical understanding,
General computer literacy,
,
Applicants  without wood working knowledge will not be considered.,
,
Benefits:,
6 Paid holidays,
5 Accumulative sick days,
1 Week Vacation after 1 Year.  ,
,
,
,
    "
2021-12-28 12:34,BIM Manager,https://newyork.craigslist.org/mnh/egr/d/new-york-bim-manager/7425869029.html,"Compensation based on experience, please note salary requirement in cover letter",full-time,"https://images.craigslist.org/00z0z_8Gn0T1xmU11z_0cU08C_600x450.jpg,https://images.craigslist.org/00S0S_8vJzPEN4OjOz_0cU08B_600x450.jpg,https://images.craigslist.org/00Q0Q_hCLmXGPqhDmz_0cU09G_600x450.jpg,https://images.craigslist.org/00E0E_l8cjyRfWRdqz_0cU09G_600x450.jpg","
        ,
Eager to work on Large Scale Commercial Projects.  Master planning, shopping center development, lifestyle centers, open air centers and mall renovations.  Some hospitality and miscellaneous projects.  You will join a highly creative and dynamic team with direct involvement with all team members in a boutique studio environment.  In this position you will utilize all your creative skills and design tools to collaborate in all facets of architectural design.  ,
Requirements,
-	You are an Expert Revit user with Extensive CAD and BIM experience and ideally you have held a BIM Manager or Junior BIM Manager role within the commercial architecture industry.,
-	Must be a motivated self-starter with the ability to problem solve both individually and as a part of a project team.,
-	In this position you will be performing Revit Architectural Production work and supporting an AutoCAD and Revit team helping with the implementation of CAD standards and developing processes (ie. BIM Execution Plans) for Revit and in the integration of CAD technologies among different AEC disciplines.,
-	Demonstrated substantial Revit expertise, exceptional communication and collaboration skills, and an ability to provide formal and informal training.,
-	Proficiency in the use of 2D/3D software, including Revit, SketchUp, AutoCAD & Twinmotion.,
-	Photoshop, InDesign and Illustrator. Understanding of 3D Studio Max and InDesign is a plus,
-	Knowledge of materials, construction techniques, and building codes,
-	Strong organizations skills and the ability to work on multiple projects at the same time.,
-	Strong graphic and visualization skills to communicate design ideas,
-	Bachelors’ Degree in Architecture,
-	State Licensure and LEED accreditation is a plus but not required. ,
-	Pro-active, self-disciplined, and confident in a fast-paced working environment ,
-       Possess all legal permits and visas required to work in the U.S.,
-	Fluency in written and spoken English,
-	We are an Equal Opportunity Employer. This is a full-time position offering a competitive salary commensurate with experience. ,
-	Due to current mandates in New York City, position requires proof of Full Vaccination.,
-	Only candidates whose skills match the minimum requirements above should apply.,
,
Provide current CV, list of recent professional references, personal references as well as a compensation request.,
    "
2021-12-28 13:59,jr artitect/drafter,https://newyork.craigslist.org/que/egr/d/richmond-hill-jr-artitect-drafter/7425915663.html,based on experience,full-time,,"
        ,
Jr architect / Draftsperson Full time,
,
We are seeking a Jr. Architect- Draftsperson to become part of our team! You will be tasked with a broad spectrum of projects, working through all stages from preliminary design to construction documents and approval with the Department of Buildings.,
,
Qualifications/ Experience in the following:,
Strong skill set in AutoCAD Architectural Desktop,
Communication skills,
Business Writing,
Construction documents,
Previous experience with new building and alteration filings (both residential and/or commercial),
Familiarity with NYC zoning,
Familiarity with DOB filing procedures and construction administration,
Deadline and detail oriented,
Strong work ethic,
,
site visits,
    "
2021-12-28 15:53,Intermediate Architect,https://newyork.craigslist.org/brk/egr/d/brooklyn-intermediate-architect/7425973656.html,Commensurate with experience,full-time,,"
        ,
nC2 architecture is a Brooklyn-based architectural firm looking for an intermediate-level architectural designer to join our team and work with us in our bright, sunny studio.,
,
We are a small firm.  Because of this we offer a great opportunity for aspiring architects to obtain experience in all aspects of architectural practice.  Team members will generally be involved in projects from the early design phases through construction.  We are looking for candidates who are passionate about design and enthusiastic about growing with us as we expand.,
,
The ideal candidate is a self-starter with well-rounded experience, outstanding design capability, good communication skills and good technical knowledge.  Candidates must be able to work independently on drawings at all phases of design. Candidates will also be expected to interact with clients, visit jobsites, coordinate work with engineering consultants and interact with contractors. ,
,
Prerequisites:,
- Degree in architecture.,
- 3-6 years of experience in architectural practice.,
- Residence in the New York City area.,
- Permission to work legally in the US.  ,
,
Responsibilities:,
- Design and production work on all project phases from concept design through closeout. ,
- Preparation of presentation drawings, filing sets and construction documents. ,
- Correspondence and meetings with clients.,
- Creation of digital and physical models.,
- Coordination with engineering consultants.,
- Construction administration including site visits, shop drawing review and correspondence with contractors. ,
,
Benefits:,
- Paid vacation and holidays,
- Health plan,
 ,
Candidates who are applying for this position should email the following to careers@nc2architecture.com:,
1. A concise resume,
2. Two (2) 8½"" x 11"" pages with images representing their best work     "
2021-12-29 09:05,Structural Engineer,https://newyork.craigslist.org/wch/egr/d/yonkers-structural-engineer/7426186956.html,"Salary commensurate with experience. Paid vacations, Holidays, 401K, Medical and Dental Insurance. Flexible work hours.",full-time,,"
        ,
Requirements:,
,
Bachelors of Science Degree in Civil Engineering.,
Three to five years of relevant work experience. ,
EIT Certification, PE license a plus.,
Proficiency in AutoCAD, knowledge of structural design software is a plus,
Proficiency in MS Office.,
Effective communicator that is fluent in English,
Intermediate ability in writing reports,
Ability to perform work individually or as part of a team.,
Transportation to and from offices and project locations,
Work with little supervision.,
Suspended/Stationary Scaffold Certification a plus.,
Must be US citizen or green card holder. ,
,
The purpose of this position is to provide inspection, surveying, and construction administration services for structural renovation/rehabilitation projects.  Provide engineering supervision, advice, expertise and assistance with all structural-related construction and engineering issues related to projects.,
,
Responsibilities: ,
,
•	Read and comprehend construction documents. ,
•	Calculate, prepare and review construction estimates and other related material. ,
•	Communicate with Contractors and Owners.,
•	Prepare written reports, letters, field reports, and minutes of meetings. ,
•	Inspect existing field conditions and determine appropriate repairs. ,
•	Observe installed work for conformance to design documents and direct Contractor personnel.,
•	Provide design and analysis of structural components of buildings and other structures. ,
•	Analyze structures for static and dynamic loading and prepare plans and specifications. ,
•	Determine creative and efficient solutions to engineering issues.,
•	Provide designs, drawings, specifications and other technical submissions. ,
•	Administer construction contracts and the coordination of any elements of technical submissions prepared by others. ,
•	Review construction shop drawings, submittals, shoring plans and design calculations.,
,
Salary and benefits:,
Salary commensurate with experience. Paid vacations, Holidays, 401K, Medical and Dental Insurance. Flexible work hours.,
    "
2021-12-29 16:15,Architectural Drafter/Project Manager,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-drafter-project/7426397042.html,salary commensurate with experience,full-time,,"
        ,
SBLM Architects New York office looks for a highly motivated Draftsperson and Project Manager with excellent AutoCAD and Revit Skills. ,
,
Requirements:,
BA Arch or BS Arch degree required,
AutoCAD required, Revit a plus,
Experience working in Architect’s office,
Excellent communication skills with ability to work well under deadlines,
General understanding of codes and zoning,
General knowledge of building details and construction process,
Positive attitude and driven to succeed.,
,
Responsibilities include, but not limited to: ,
Coordinate and develop construction documents,
Take on technically challenging issues ,
Perform code and zoning analyses,
Review and redline drawings,
Oversee drafters, as required by the project,
Produce deliverables without requiring constant supervision,
Coordinate meetings with consultants,
Organize and lead site visits and surveys,
Conduct material research and meet with vendor as necessary, to understand,
materials and products,
Take initiative to complete work,
,
Compensation and Benefits:,
We offer an excellent benefits package such as the following: ,
•	Benefits include Medical/Dental/Vision insurance plans, 401k Retirement plan, Flexible Spending Plan which includes transportation, parking, and more. ,
•	Salary commensurate with level of experience.,
•	Our company culture features professional learning and growth opportunities, rewarding project types to participate in and free ongoing professional educational program.,
•	Creative and innovative work environment.,
•	Paid personal, sick and Holiday time off.,
,
Interested candidates should forward samples of work and resume.,
Please include Draftsperson or Project Manager in the subject. ,
,
,
,
    "
2021-12-30 09:39,Project Architect,https://newyork.craigslist.org/mnh/egr/d/new-york-project-architect/7426607300.html,Competitive - Based on Experience,full-time,,"
        ,
Award winning architectural practice offering opportunities for experienced Architects with a Bachelors of Architecture intent on registration, or Registered Architect, with significant New York City experience in Façade Inspections, Historic Preservation, Construction Detailing, and DOB Filings. Join our collaborative team of architects and participate in all phases of design and construction in a variety of building types. ,
,
Great benefits, health insurance, and 401k profit sharing plan.,
,
Email resume and three references with contact information.    "
2021-12-30 10:47,Building Automation System (BAS) Application Engineer,https://newyork.craigslist.org/mnh/egr/d/building-automation-system-bas/7426633945.html,Based on experience,full-time,,"
        ,
Job Duties: ,
,
Project Planning & Execution:,
•	Design of electrical and control systems for Building’s mechanical equipments and applying knowledge of electronics, computer, telecommunications, system controls, product engineering and mechanical systems.,
•	Following established written standards and procedures for building automation system software development, communication and documentation. Understanding Control system programming, communication Protocol Integration and setup for Building Automation Systems (Function Block/Visual Logic, HTML5, BACnet / Modbus/ TCPIP Networking). Control Strategies programming using BMS programming (ladder Diagram, functional block Diagram, Sequential Flow Chart, Continuous Function control etc.  ,
•	BMS Hardware/Computer Software Installation, Configuration and setup. Providing training, as requested, either on customer site or at our training center.,
,
Required Knowledge/Skills, Education, and Experience,
,
•	Bachelor’s Degree in electrical, Electronics, Instrumentation or Mechatronics. (MUST),
•	2-3 years of professional level employment experience,
    "
2021-12-30 10:48,Controls/ Instrumentation Engineer,https://newyork.craigslist.org/mnh/egr/d/new-york-controls-instrumentation/7426634414.html,Based on experience,full-time,,"
        ,
Growing Controls Company seeks Controls/ Instrumentation Engineer.  Must have a strong background in Building Automation or Instrumentation.  ,
,
,
,
Minimum 3 years experience in the following areas:,
,
Selecting controllers based on mechanical drawings.,
,
Designing and drafting Autocad drawings for controls installation.,
,
Programming controls systems.  Must have a strong knowledge of HVAC systems.  ,
,
Will be expected to go into the field to perform startup and commissioning of field devices.   ,
,
,
,
Alternatively, we will consider a candidate with hands on design and commissioning experience with industrial PLC or SCADA systems.    "
2022-01-02 18:04,Developer Seeks Arch / Zoning / Planning,https://newyork.craigslist.org/que/egr/d/flushing-developer-seeks-arch-zoning/7427819384.html,above market for the right canidate,full-time,,"
        ,
Active Developer seeking Architect who understands Zoning and Massing who can quickly assist Developer in his multiple acquisitions. ,
Schematic planning and Business Experience required. This is a long term TEAM position. ,
We look forward to hearing from you.,
    "
2021-12-30 21:58,Construction Project Manager,https://newyork.craigslist.org/brk/egr/d/brooklyn-construction-project-manager/7426904395.html,TBD,full-time,,"
        ,
Prepare complete and detailed scopes of work for construction trades.,
,
Perform quantity take-offs with accuracy and completeness.,
Solicit budgets and bids from subcontractors and suppliers in a timely fashion,
Resolves cost discrepancies by collecting and analyzing information.,
Prepares special reports by collecting, analyzing, and summarizing information and trends.,
Monitor project costs and schedule,
Monitor site supers and attend meetings,
,
At least 4 years industry experience minimum,
,
Please email resume with expected salary,
,
Also looking for Estimators and Assistant Project managers/site supers    "
2021-12-26 12:23,Construction Coordination,https://newyork.craigslist.org/brk/egr/d/brooklyn-construction-coordination/7425091522.html,TBD,full-time,,"
        ,
DOB Coordinations ,
,
An NYC-based construction company is looking to hire a full-time project coordinator. ,
To coordinate between Architects structural engineering, mechanical engineer, Expediting,,
To get all projects approved fast. ,
,
,
Durning Constructions coordination ,
,
professional  RFI,
,
Subcontractor shop drawings, Bids submissions/RFP.   as-built drafting, Project takeoffs ,
,
,
Experience Requirements:,
,
Architecture backgrounds,
Autocad ,
Revit ,
Multitask ,
Detailed ,
Creative ,
Basic computer knowledge,
,
    "
2022-01-03 21:23,Project Assistant/CAD drafter,https://newyork.craigslist.org/brk/egr/d/project-assistant-cad-drafter/7428327100.html,email,employee's choice,,"
        ,
Brooklyn General Construction Company seeking project manager assistant with CAD drafter.,
Responsibilities:,
Read and analyze drawings & amp; specifications.,
Request quotes from suppliers and subcontractors.,
Strong organizational and communication skills.,
Prepare submittal package and construction schedules.,
,
Requirements:,
Complete knowledge of Excel, Word and MS Projects, AutoCad,
Excellent written and verbal communication skills.,
Drawing, sketching and  proficiency a plus.,
,
Please send your resume with expected salary.,
Internship opportunities.,
Work from home isn't available in this position.,
    "
2022-01-03 22:38,Architectural drafter-Revit,https://newyork.craigslist.org/brk/egr/d/brooklyn-architectural-drafter-revit/7428345786.html,50k-80k,full-time,,"
        ,
We are looking for an Architectural drafter with solid REVIT experience and at least 3+ years of experience in preparing architectural drawings and construction documents,
,
Candidates must have a strong knowledge in Revit and AutoCAD.,
,
The jobs will involve but it's not limited to the following tasks:,
,
Preparing filling sets for proposed construction to be filled with NYC DOB,
Updating and adjusting submitted drawing sets according to examiner's objections.,
Please send your resume and a set of construction documents along with your salary range.,
,
There is great potential for the right candidate!
    "
2022-01-04 09:25,Architect: Intermediate Level,https://newyork.craigslist.org/mnh/egr/d/new-york-architect-intermediate-level/7428433613.html,commensurate with experience,full-time,"https://images.craigslist.org/00B0B_8m2S8s2RzqXz_0wg0id_600x450.jpg,https://images.craigslist.org/01313_4sYVEntTcEGz_0wg0lv_600x450.jpg,https://images.craigslist.org/00b0b_hNRTECnfxEVz_09E09E_600x450.jpg,https://images.craigslist.org/00v0v_8boqT5OQTzPz_0gw0b2_600x450.jpg","
        ,
Building Studio Architects is seeking a motivated, self-directed, proactive architect or architectural draftsperson. Our ideal candidate is organized, technically proficient in CAD drafting, knowledgeable about construction codes and standards, and is an excellent communicator.  You will participate in all phases of projects from schematic design, through construction documents and construction administration for both new construction, and renovations in the residential, commercial, and institutional sectors. You should be able to work both independently and in a team environment. ,
,
,
The job will involve:,
,
- Code research and compliance documentation,
- Schematic design through project completion including Client communications,
- All drafting and detailing for small projects of various sizes primarily in NYC,
- Administering junior staff: redlining and leading project teams,
- Coordinating engineering and other consultants,
 ,
,
Software skills required:,
,
- Autocad,
- Revit,
- Adobe Creative Suite,
 ,
Experience Level:,
- Bachelor's degree in Architecture or related field,
- at least 1 - 3 years experience in a comparable position, ideally in the NY Metro area,
,
Please apply directly through this site. No phone calls.,
,
- Resume,
- Cover Letter,
- Examples of work / Design portfolio,
- salary requirements,
- availability,
,
To ensure a safe environment for all employees, we are requiring proof of vaccination against Covid-19 to physically enter our office.,
,
Building Studio Architects is an Equal Opportunity Employer. Despite being a small office we have a diverse staff and are committed to inclusion. We are committed to hiring qualified candidates by maintaining diversity of all kinds. BIPOC, LGBTQIA, disabled, and any other qualified applicants are strongly encouraged to respond. Building Studio Architects ensures a work environment free from harassment and complies with all anti-discrimination policies as set forth by our local, state, and federal governments.,
,
,
Additional information: ,
,
- Benefits package includes health, dental and vision in addition to a supplemental wellness insurance program,
- Simple IRA with matching available after one year with the company,
- Paid time off and all major US holidays
    "
2022-01-04 08:54,Assistant Project Manager,https://newyork.craigslist.org/wch/egr/d/mount-vernon-assistant-project-manager/7428422685.html,50k per year to start with Benefits,full-time,,"
        ,
Overall Responsibility ,
	Assist in carrying out essential field duties at the jobsite within the area of responsibility.,
Organize and direct construction activities within an assigned area of responsibility to ensure jobsite operations are in compliance with the contract documents, schedule, quality standards, safety standards, and budget.,
,
Areas of Responsibility and Job Requirements,
	•	Prepares reports and forecasts, as required, and keeps supervisors informed on progress of assigned activities.,
•	Implements procedures to ensure construction operations are continuously adhering to the contract documents, schedule, quality standards, and budget.,
•	Prepares daily construction reports and incident reports. ,
•	Must communicate effectively to all project participants including strong interpersonal and influencing skills.,
•	Understanding of all phases of construction operations including engineering disciplines, means and methods, and field management.,
•	Analyze and develop details per the contract documents and where required, produce new methods to implement the work such as work performed out of sequence and/or simultaneously.,
•	Verify completion of work orders in the field.,
•	Ensures safety standards and requirements are implemented and adhered to and that tools and equipment are in safe condition and operated safely.,
•	Strong knowledge of safety compliance including federal, state, and local safety codes.,
•	Recognizes when problems exist and evaluates the facts to resolve issues efficiently.  Seeks assistance from supervisor when necessary.,
•	Maintain positive attitude towards field work and demonstrates sound judgment in making field decisions.,
•	Determines the priority of assignments based on critical deadlines that must be met.,
•	Ability to work independently.,
•	Receives operational direction from the Project Manager.,
•	Assisting the Project Manager with reviewing construction schedules to ensure that the material release schedule is up to date.,
•	Review submittals and confirms job compliance with design and field conditions.,
•	Review field conditions and prepare DWG’s and or sketches of customized materials and preparing solid works files for fabrication at our factories.,
•	Assists with or prepares daily updates to the project database. ,
•	Must be able to communicate effectively to all project participants.,
•	Directs subcontractor activities within the area of responsibility.,
•	Implements and enforces procedures and related work rules as established by the Superintendent and Project Manager. ,
•	Ensures safety standards and requirements are implemented and adhered to and that tools and equipment are in safe condition and operated safely.,
•	Strong knowledge of safety compliance including federal, state, and local safety codes.,
•	Recognizes when problems exist and evaluates the facts to resolve issues efficiently.  Seeks assistance from supervisor when necessary.,
•	Maintain positive attitude towards field work and demonstrates sound judgment in making field decisions.,
•	Determines the priority of assignments based on critical deadlines that must be met.,
•	Perform additional assignments at the direction of the superintendent.,
•	Assist or coordinates with PM the releases of all components required for the projects in question.,
Computer Skills	•	MS Word and Excel are required. ,
•	AutoCAD/Solidworks is recommended.,
Education Requirements:,
Bachelor’s degree preferred in engineering, architecture, or construction management; or equivalent work experience with high school or vocational degree.,
,
Yrs.  Industry Exp Required,
2-5 years,
    "
2022-01-04 11:21,Project Engineer /  Drafter,https://newyork.craigslist.org/que/egr/d/woodside-project-engineer-drafter/7428487989.html,"Negotiable, 401K Match, profit sharing.",full-time,"https://images.craigslist.org/00N0N_36tTbB84wexz_0cU09G_600x450.jpg,https://images.craigslist.org/00w0w_3fduUcodUhjz_0CI0t2_600x450.jpg,https://images.craigslist.org/00n0n_dSePhlvjbDKz_0kE0rw_600x450.jpg,https://images.craigslist.org/01717_89jvX97bvMz_0ob0g8_600x450.jpg","
        ,
Job description,
The ideal candidate will be responsible for designing and drafting architectural metal and glass projects for the top company in the field. You have architectural and construction knowledge of details and CAD and can take an architectural drawing and make it buildable. You will work with a amazing and talented team of professional who will help you hone your skills and be part of some of the best projects in New York City.,
,
Responsibilities,
,
Interpret drawings and engineer a way to make it buildable,
Ensure project plan is moving forward to meet anticipated deadlines,
Responsible to make a project cohesive for the design team and project management,
How to make elements fabricable and installable.,
,
Qualifications,
,
Architectural and/or construction experience,
1 - 3 years' of experience as a project engineer.,
Strong experience in AutoCad.,
Familiarity with rules, regulations, best practices and performance standards
    "
2022-01-04 11:00,Estimating Assistant/ Associate Project Manager,https://newyork.craigslist.org/mnh/egr/d/new-york-estimating-assistant-associate/7428477035.html,"40,000-50,000",full-time,,"
        ,
Position will be a hybrid role for an industry leading IT, AV, Security Design Build firm. ,
,
The position will entail basic take offs and proposal creation for all three disciplines within our firm. The remainder of the time will be spend shadowing a Principal of the firm and learning how to manage fast paced construction buildouts of these three trades. ,
,
This is a long term career opportunity.
    "
2022-01-04 13:19,CNC programer/operator for Woodworking,https://newyork.craigslist.org/brk/egr/d/cnc-programer-operator-for-woodworking/7428553932.html,Please provide salary requirements. Applicaition without salary requirements will not be considered.,full-time,,"
        ,
Architectural woodworking shop looking for CNC programmer/Operator ,
,
,
This position entails a number of responsibilities and requires familiarity with a variety of disciplines as summarized below:,
,
Proficient in CNC Troubleshooting, repairs and maintenance of,
Vacuum pump, dust collection and machine interfaces.,
,
Experience in woodworking manufacturing industry,
Ability to read architectural drawings and blueprints,
Ability to work with ACAD and ArtCam,
Have knowledge in cabinet fabrication Technics.,
Communicating with architects, contractors etc,
Ability to solve problems,
Strong math skills,
Strong team player with excellent people and communication skills,
Strong technical understanding,
General computer literacy,
,
Applicants  without wood working knowledge will not be considered.,
,
Benefits:,
6 Paid holidays,
5 Accumulative sick days,
1 Week Vacation after 1 Year.  ,
,
,
,
    "
2022-01-04 16:03,Junior / Intern Architect,https://newyork.craigslist.org/mnh/egr/d/new-york-junior-intern-architect/7428641845.html,Negotiable,full-time,,"
        ,
Manhattan architectural firm seeks fulltime Junior / Intern Architect. ,
We are a well-established NYC architectural firm that fosters learning with diverse project types including; restaurants, corporate interiors, residential, medical and historic preservation. ,
Our office works in a virtual environment, candidate shall have own laptop with AutoCad and webcam. Work from home, conduct site visits and attend staff meetings in person twice a month in downtown Manhattan office. We communicate digitally on a daily basis through Slack.,
,
Duties will include: drafting of: existing conditions / floor plans / reflected ceiling plans / interior elevations / details / finish and door schedules, existing conditions measurements, Building Department expediting, some design, and construction administration. ,
,
Accredited BArch and AutoCad proficiency required. Willing to train a dedicated individual with good technical skills. Great opportunity for a motivated individual wishing to work towards becoming a Registered Architect. Earn NCARB AXP experience while gaining valuable knowledge towards licensure. ,
Please email reply including resume and cover letter with salary requirements.,
    "
2022-01-03 19:29,"CAD, FACADE, LL11, STRUCTURAL",https://newyork.craigslist.org/mnh/egr/d/new-york-cad-facade-ll11-structural/7428290733.html,compensation will depends on experience and qualifications,full-time,,"
        ,
We are currently looking for a project manager with an engineering or architectural degree with solid experience with exterior facade inspections and restoration projects. Must have valid suspended scaffold training and 16 hour OSHA certification.,
,
Years of experience with LL11/FACADE– ,
Number of filed FISP reports– ,
Years of AutoCAD experience –  ,
Years of experience with structural design –  ,
Years of experience with MEP design –  ,
Scaffold certification –  ,
Salary requirements –  ,
Email address –  ,
Phone number –
    "
2022-01-04 17:06,Construction Manager,https://newyork.craigslist.org/brk/egr/d/brooklyn-construction-manager/7428672317.html,TBD,contract,,"
        ,
Construction Manager | Spring 2022,
HEINI,
Brooklyn, New York,
,
Role:,
Boutique construction studio based in Brooklyn, specializing in temporary structures and technical installations for semi-permanent and permanent applications, seeks a skilled construction manager for the installation of a modular container home in Berne, New York. CM will be responsible for managing subcontractors to ensure compliance with engineering and construction documents in all areas of construction, including, but not limited to, excavation, foundation, welding containers, electrical installation and facilitating communications between all of the trades on site. CM will also supervise the craning of 8 containers onto the foundation. CM will work in conjunction with the remote project manager and live on site for the duration of the install / Spring ‘22 - approx. 2 months - housing provided. ,
,
We are looking for someone with intelligence and grit, strong-work ethic, open-mindedness, and a desire to embark down a new path to the build environment. We believe construction is the endpoint of the architectural pursuit and take care in applying our expertise to deliver high quality results.,
,
Plus, we value fun. We are also hoping to build on this project for a full-time construction management position. ,
,
Qualifications:,
* Undergraduate or graduate degree in architecture, construction management, or engineering a plus but not required ,
* CM experience on either permanent or semi-permanent construction sites ,
OR,
* Super intelligence and a willingness to learn and hit the ground running in the Spring,
,
Responsibilities:,
* Manage the direction, coordination, planning, organization, control, integration, and completion of construction and engineering scope,
* Work alongside the project manager to oversee all daily operations. ,
,
HEINI is a boutique construction studio based in Brooklyn specializing in temporary structures and technical installations for semi-permanent and permanent applications. We believe construction is the endpoint of the architectural pursuit and take care in applying our expertise to deliver high quality results. HEINI is a small team focused on creating a different path to the built environment. ,
,
HEINI is an equal opportunity employer that is committed to diversity and inclusion in the workplace. We prohibit discrimination and harassment of any kind based on race, color, sex, religion, sexual orientation, national origin, disability, genetic information, pregnancy, or any other protected characteristic as outlined by federal, state, or local laws. HEINI makes hiring decisions based solely on qualifications, merit, and business needs at the time.,
    "
2022-01-04 19:33,Want to get out of the city? ANACAPA PROJECT  ARCHITECT in SBA or PDX,https://newyork.craigslist.org/mnh/egr/d/santa-barbara-want-to-get-out-of-the/7428732324.html,Compensation DOE,full-time,,"
        ,
ANACAPA ARCHITECTURE is seeking a Project Architect to become an integral part of our Santa Barbara, CA or Portland, OR collaborative studio environment, working all phases of project delivery on a wide variety of project types. This is a full-time 40 hour week position, available immediately.,
,
A successful Project Architect will skillfully manage all aspects of multiple projects simultaneously. This includes all phases of design through construction administration. The Project Architect will successfully manage resources and schedules to provide accurate timelines for projects, as well as maintaining a consistent budget throughout the life of the project. In addition to the review and edit of monthly project invoices. ,
,
QUALIFICATIONS,
•	Bachelor’s or Master’s Degree in Architecture,
•	Licensed Architect (preferably in California or Oregon),
•	8-10 years of professional design experience,
•	Able to work in our Santa Barbara, CA or Portland, OR office,
,
DESIRED SKILLS,
•	Excellent design capabilities on a wide range of projects,
•	High proficiency with code analysis: plumbing calculations, egress & occupancy analysis, accessibility issues, access compliance analysis, etc. ,
•	Construction detailing & administration experience,
•	Extensive experience in AutoCAD and Revit a must,
•	Proficiency in either Rhino, 3D Max, or V-Ray is a plus,
•	Adobe Creative Suite (Photoshop, InDesign, Illustrator),
•	Microsoft Office (Word, Excel),
•	Ability to constructively work independently or as part of a collaborative team,
•	Balance multiple high priority projects simultaneously ,
•	Excellent verbal and written communication skills,
•	Attention to detail,
,
TO BE CONSIDERED,
Please email info@anacapaarchitecture.com with your Cover Letter, Resume, and Portfolio. Please visit our website and Instagram account to familiarize yourself with our work. No phone calls please.,
,
ABOUT US,
Anacapa is a highly progressive architecture and design firm based in Santa Barbara, California with an office in Portland, Oregon. We are an innovative team of creative young designers who work collaboratively on all our projects. ,
,
Website | www.anacapaarchitecture.com,
Instagram | Anacapa_Architecture @anacapa_architecture,
    "
